Data de Emissão:;03/jan/2023
Base de dados:;GENCEL_REL
Matrícula:;e018071

Alimentador.Código do Alimentador;Trecho Primário Aéreo.Identificador do Objeto;Rep. Grafica: Trecho Primário Aéreo.Linha;Rep. Grafica: Trecho Primário Aéreo.Rotação;Trecho Primário Aéreo.Comprimento Estimado;Trecho Primário Aéreo.Quantidade de Cabos por Fase;Trecho Primário Aéreo.Fases Existentes;Tipo de Cabo.Código de cabo;Tipo de Cabo.Reatância Positiva;Tipo de Cabo.Reatância Zero;Tipo de Cabo.Resistência Positiva;Tipo de Cabo.Resistência Zero
ATA02;1484958;LINESTRING (386799.341519852 7000341.54568102, 386784.807499929 7000421.7620905);0;81.5224514168901;1 - 1;3 - T;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1444933;LINESTRING (391452.09 7016163.12, 391426.15 7016119.28);0;50.939466035551;1 - 1;3 - T;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1349669;LINESTRING (388021.99 7003426.05, 388042.48 7003467.21);0;45.9781002218652;1 - 1;14 - TRS;4/0 CA;0.424;1.882;0.297;0.476;
ATA02;1349981;LINESTRING (386694.59254026 7001965.99528994, 386705.305459367 7002008.88587413);0;44.2082441169623;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1349980;LINESTRING (386660.03 7001925.08, 386694.59254026 7001965.99528994);0;53.5595942863817;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1349982;LINESTRING (386705.305459367 7002008.88587413, 386735.653946564 7002036.46163916);0;41.0055300192838;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1349983;LINESTRING (386735.653946564 7002036.46163916, 386800.397638864 7002076.15181928);0;75.9411356946855;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1349984;LINESTRING (386800.397638864 7002076.15181928, 386848.785565299 7002127.8667748);0;70.8225108924168;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1349985;LINESTRING (386848.785565299 7002127.8667748, 386896.79466156 7002166.42023778);0;61.573069043981;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1349986;LINESTRING (386896.79466156 7002166.42023778, 386946.104126096 7002185.32745454);0;52.8100950430632;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
